campaign,evidence_class,run_name,scenario,source_dataset,target_dataset,method,seed,adaptation_enabled,formal_gate4_run,summary_path
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_nested_source_anchored_budget_100_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,nested_source_anchored_event_100,11,True,False,results/frozen/v018_core/runs/E05_UNSW_nested_source_anchored_budget_100_v015__nested_source_anchored_event_100__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_nested_source_anchored_budget_200_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,nested_source_anchored_event_200,11,True,False,results/frozen/v018_core/runs/E05_UNSW_nested_source_anchored_budget_200_v015__nested_source_anchored_event_200__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_adaptive_budget_025_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_event_025,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_adaptive_budget_025_v014__adaptive_prototype_event_025__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_adaptive_budget_050_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_event_050,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_adaptive_budget_050_v014__adaptive_prototype_event_050__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_adaptive_budget_100_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_event_100,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_adaptive_budget_100_v014__adaptive_prototype_event_100__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_adaptive_budget_200_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_event_200,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_adaptive_budget_200_v014__adaptive_prototype_event_200__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_random_budget_025_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_random_event_025,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_random_budget_025_v014__adaptive_prototype_random_event_025__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_random_budget_050_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_random_event_050,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_random_budget_050_v014__adaptive_prototype_random_event_050__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_random_budget_100_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_random_event_100,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_random_budget_100_v014__adaptive_prototype_random_event_100__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_one_shot_random_budget_200_v014,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,adaptive_prototype_random_event_200,11,True,False,results/frozen/v018_core/runs/E05_UNSW_one_shot_random_budget_200_v014__adaptive_prototype_random_event_200__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,109,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed109/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,11,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,127,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed127/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,149,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed149/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,23,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed23/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,37,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed37/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,53,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed53/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,71,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed71/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,83,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed83/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B050,97,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B050__seed97/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,109,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed109/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,11,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,127,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed127/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,149,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed149/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,23,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed23/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,37,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed37/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,53,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed53/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,71,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed71/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,83,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed83/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_naive_replay_B200,97,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_naive_replay_B200__seed97/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,109,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed109/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,11,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,127,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed127/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,149,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed149/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,23,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed23/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,37,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed37/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,53,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed53/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,71,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed71/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,83,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed83/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_prototype_static,97,False,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_prototype_static__seed97/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,109,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed109/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,11,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed11/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,127,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed127/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,149,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed149/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,23,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed23/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,37,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed37/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,53,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed53/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,71,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed71/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,83,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed83/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B050,97,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B050__seed97/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B200,109,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B200__seed109/summary.json
v018_core,historical_UNSW_development_pre_four_gate,E05_UNSW_paired_5seed_v015,supported_6class_capture_session_and_prevalence_shift,NF-UNSW-NB15-v3-Historical-Pilot,NF-UNSW-NB15-v3-Future-Session-Aligned-Pilot,paired_source_anchored_B200,11,True,False,results/frozen/v018_core/runs/E05_UNSW_paired_5seed_v015__paired_source_anchored_B200__seed11/summary.json
