budget,trigger_window,window_local_index,target_row_index,true_family,predicted_label,unknown_score,confidence
200,41,57,20557,Benign,Benign,0.5477435952055218,0.45225640479447815
200,41,58,20558,Benign,Benign,0.571685081293059,0.42831491870694105
200,41,60,20560,Benign,Benign,0.6381232164160459,0.36187678358395414
200,41,61,20561,Benign,Benign,0.6078617634196994,0.39213823658030056
200,41,62,20562,Benign,Benign,0.5679164415614063,0.4320835584385937
200,41,63,20563,Benign,Benign,0.6628032119596253,0.3371967880403747
200,41,65,20565,Benign,Benign,0.6289015414454922,0.37109845855450785
200,41,66,20566,Benign,Benign,0.591224071823113,0.408775928176887
200,41,67,20567,Benign,__unknown__,0.9572539043351364,0.04274609566486365
200,41,69,20569,Benign,Benign,0.7297104041781878,0.2702895958218122
200,41,73,20573,Benign,Benign,0.6056788935092634,0.3943211064907366
200,41,74,20574,Benign,Benign,0.6541448873275395,0.3458551126724605
200,41,75,20575,Benign,Benign,0.6382251040530744,0.3617748959469256
200,41,77,20577,Benign,Benign,0.7181683298825295,0.28183167011747046
200,41,80,20580,Benign,DoS,0.9032819004521291,0.09671809954787092
200,41,81,20581,Benign,Benign,0.6173502780409216,0.3826497219590784
200,41,82,20582,Benign,Benign,0.5876033497207278,0.4123966502792722
200,41,83,20583,Benign,Benign,0.6227686199274787,0.3772313800725213
200,41,86,20586,Benign,DoS,0.9124189414228843,0.08758105857711573
200,41,87,20587,Benign,Benign,0.6603945284188705,0.3396054715811295
200,41,90,20590,Benign,Benign,0.6118870408081944,0.38811295919180555
200,41,97,20597,DDoS,Benign,0.6774976325963025,0.32250236740369753
200,41,130,20630,DDoS,Benign,0.668798938993139,0.331201061006861
200,41,142,20642,DDoS,Benign,0.6618629593978307,0.3381370406021693
200,41,144,20644,Benign,Benign,0.5432210381884599,0.4567789618115401
200,41,147,20647,Benign,Benign,0.6430915226947207,0.3569084773052793
200,41,148,20648,Benign,Benign,0.6477554154038355,0.3522445845961645
200,41,149,20649,Benign,Benign,0.5750295607379498,0.42497043926205025
200,41,150,20650,Benign,Benign,0.6173232098275272,0.3826767901724728
200,41,151,20651,Benign,Benign,0.6244988211962624,0.37550117880373757
200,41,152,20652,Benign,BruteForce,0.6797346518633836,0.32026534813661645
200,41,153,20653,Benign,Benign,0.5845357422349626,0.41546425776503737
200,41,154,20654,Benign,Benign,0.5944295776690083,0.4055704223309917
200,41,156,20656,Benign,Benign,0.9170244837328323,0.0829755162671677
200,41,158,20658,Benign,__unknown__,0.9463476755440933,0.05365232445590673
200,41,159,20659,Benign,__unknown__,0.9414840196786762,0.05851598032132377
200,41,160,20660,Benign,BruteForce,0.7182527090522435,0.2817472909477565
200,41,161,20661,Benign,Benign,0.5798359531221859,0.42016404687781406
200,41,162,20662,Benign,BruteForce,0.8076976438942436,0.1923023561057564
200,41,163,20663,Benign,Benign,0.6229092357907882,0.37709076420921184
200,41,164,20664,Benign,Benign,0.6570735540379917,0.3429264459620083
200,41,165,20665,Benign,Benign,0.7337202483276308,0.26627975167236917
200,41,166,20666,Benign,Benign,0.758073856782842,0.241926143217158
200,41,167,20667,Benign,Benign,0.5389287190472631,0.46107128095273686
200,41,169,20669,Benign,Benign,0.8774202604282401,0.12257973957175994
200,41,170,20670,Benign,DoS,0.8675317304619992,0.13246826953800084
200,41,171,20671,Benign,Benign,0.579667314072586,0.420332685927414
200,41,173,20673,Benign,Benign,0.5914731948992034,0.40852680510079664
200,41,174,20674,Benign,Benign,0.7721244044624056,0.2278755955375944
200,41,175,20675,Benign,Benign,0.5380676341622161,0.46193236583778385
200,41,176,20676,Benign,Benign,0.5939329173214536,0.4060670826785464
200,41,177,20677,Benign,Benign,0.7608152167324771,0.2391847832675229
200,41,178,20678,Benign,__unknown__,0.9434053297904267,0.05659467020957332
200,41,179,20679,Benign,Benign,0.6043124396917681,0.39568756030823193
200,41,180,20680,Benign,Benign,0.6596951667868604,0.34030483321313965
200,41,181,20681,Benign,BruteForce,0.7895734604167763,0.21042653958322366
200,41,183,20683,Benign,DoS,0.9109526961100727,0.08904730388992732
200,41,185,20685,Benign,Benign,0.6008786406753946,0.39912135932460535
200,41,193,20693,DDoS,Benign,0.658728353338609,0.341271646661391
200,41,196,20696,Benign,Benign,0.7700755293639561,0.22992447063604393
200,41,197,20697,Benign,DoS,0.9219800778990235,0.07801992210097652
200,41,198,20698,Benign,Benign,0.666616145208679,0.33338385479132104
200,41,200,20700,Benign,Benign,0.6891849041636203,0.3108150958363797
200,41,201,20701,DDoS,Benign,0.658330591489523,0.341669408510477
200,41,241,20741,DDoS,Benign,0.6613732702255755,0.33862672977442454
200,41,259,20759,Benign,BruteForce,0.810585741702467,0.189414258297533
200,41,267,20767,Benign,Benign,0.6573920062411747,0.34260799375882534
200,41,269,20769,Benign,__unknown__,0.947854903453138,0.052145096546861947
200,41,270,20770,Benign,Benign,0.5908905322979668,0.40910946770203316
200,41,274,20774,Benign,Benign,0.6341357183517013,0.36586428164829865
200,41,275,20775,Benign,BruteForce,0.7208448387602913,0.27915516123970874
200,41,276,20776,Benign,Benign,0.632211159520772,0.367788840479228
200,41,278,20778,Benign,Benign,0.5731000012492733,0.4268999987507267
200,41,279,20779,Benign,Benign,0.8855040471306637,0.11449595286933634
200,41,281,20781,Benign,Benign,0.5832345675688816,0.4167654324311184
200,41,282,20782,Benign,Benign,0.8642942136048213,0.13570578639517872
200,41,284,20784,Benign,Benign,0.6109420230700107,0.38905797692998934
200,41,285,20785,Benign,BruteForce,0.6932483703956069,0.30675162960439306
200,41,286,20786,Benign,BruteForce,0.7651768791847054,0.23482312081529455
200,41,287,20787,Benign,Benign,0.721410461401158,0.27858953859884195
200,41,288,20788,Benign,BruteForce,0.6601087399531284,0.33989126004687165
200,41,289,20789,Benign,__unknown__,0.9873748290630915,0.012625170936908514
200,41,290,20790,Benign,Benign,0.6631570821955399,0.3368429178044601
200,41,294,20794,Benign,Benign,0.6273644554122886,0.3726355445877114
200,41,295,20795,Benign,Benign,0.5890758309650113,0.41092416903498874
200,41,296,20796,Benign,__unknown__,0.9462002264617099,0.05379977353829013
200,41,297,20797,Benign,BruteForce,0.7853402616099251,0.2146597383900749
200,41,298,20798,Benign,Benign,0.9310696701598012,0.06893032984019876
200,41,300,20800,Benign,Benign,0.720238383162844,0.27976161683715595
200,41,301,20801,Benign,BruteForce,0.6982283287185045,0.3017716712814955
200,41,302,20802,Benign,Benign,0.88354918738459,0.11645081261541002
200,41,303,20803,Benign,Benign,0.7154321413503416,0.2845678586496584
200,41,314,20814,Benign,Benign,0.8593083588375432,0.1406916411624568
200,41,316,20816,Benign,BruteForce,0.7734941536671018,0.22650584633289816
200,41,317,20817,Benign,BruteForce,0.7098292739068238,0.2901707260931762
200,41,318,20818,Benign,Benign,0.9096558832070951,0.09034411679290488
200,41,319,20819,Benign,Benign,0.7508139347037721,0.2491860652962279
200,41,320,20820,Benign,BruteForce,0.4799980202008425,0.5200019797991575
200,41,321,20821,Benign,Benign,0.7152784851358475,0.28472151486415254
200,41,323,20823,Benign,Benign,0.5907551151936867,0.40924488480631327
200,41,324,20824,Benign,Benign,0.5947732829908843,0.4052267170091157
200,41,325,20825,Benign,DoS,0.8611396130567972,0.1388603869432028
200,41,326,20826,Benign,Benign,0.7840878168769935,0.21591218312300653
200,41,327,20827,Benign,Benign,0.5811092912505397,0.4188907087494603
200,41,328,20828,Benign,Benign,0.6058870544225641,0.3941129455774359
200,41,331,20831,Benign,Benign,0.7124889290210319,0.2875110709789681
200,41,332,20832,Benign,__unknown__,0.9414037403837141,0.058596259616285895
200,41,333,20833,Benign,Benign,0.9351145702893761,0.06488542971062394
200,41,334,20834,Benign,Benign,0.7675745899107205,0.23242541008927953
200,41,359,20859,Benign,DoS,0.9208157062370383,0.07918429376296166
200,41,384,20884,Benign,Benign,0.6171682918691488,0.3828317081308512
200,41,385,20885,Benign,Benign,0.6209564545626112,0.37904354543738883
200,41,387,20887,Benign,Benign,0.5908526862484244,0.40914731375157565
200,41,388,20888,Benign,Benign,0.5687597942507123,0.4312402057492877
200,41,389,20889,Benign,Benign,0.6362409527883371,0.36375904721166286
200,41,394,20894,Benign,Benign,0.739701720782981,0.260298279217019
200,41,395,20895,Benign,Benign,0.6141937943620681,0.3858062056379319
200,41,399,20899,Benign,Benign,0.6117463210656868,0.3882536789343132
200,41,400,20900,Benign,Benign,0.6685849646939945,0.33141503530600547
200,41,401,20901,Benign,Benign,0.639155052640056,0.360844947359944
200,41,403,20903,Benign,BruteForce,0.6768387009716799,0.32316129902832014
200,41,420,20920,Benign,DoS,0.8526562249281066,0.14734377507189345
200,41,421,20921,Benign,Benign,0.5933647108224898,0.40663528917751024
200,41,422,20922,Benign,Benign,0.6340664889919658,0.3659335110080342
200,41,423,20923,Benign,Benign,0.5742524198460767,0.42574758015392333
200,41,424,20924,Benign,BruteForce,0.7700734794633555,0.22992652053664453
200,41,425,20925,Benign,Benign,0.6379835522866371,0.36201644771336294
200,41,427,20927,Benign,Benign,0.7162564007643102,0.2837435992356898
200,41,428,20928,Benign,Benign,0.6331953408936346,0.3668046591063654
200,41,429,20929,Benign,Benign,0.6372885016984224,0.36271149830157756
200,41,430,20930,Benign,Benign,0.7799677625053311,0.22003223749466894
200,41,431,20931,Benign,Benign,0.6448453862979369,0.35515461370206314
200,41,432,20932,Benign,Benign,0.7064661475177649,0.29353385248223507
200,41,433,20933,Benign,Benign,0.7798871522938365,0.22011284770616346
200,41,434,20934,Benign,Benign,0.6136225074816242,0.38637749251837583
200,41,435,20935,Benign,Benign,0.6027641452765109,0.3972358547234891
200,41,437,20937,Benign,BruteForce,0.7847946295940043,0.21520537040599574
200,41,438,20938,Benign,BruteForce,0.6219681510459191,0.37803184895408093
200,41,439,20939,Benign,Benign,0.5758120549623906,0.42418794503760937
200,41,440,20940,Benign,Benign,0.5939486124674103,0.40605138753258974
200,41,441,20941,Benign,Benign,0.6036006257720326,0.39639937422796745
200,41,442,20942,Benign,Benign,0.6186365200836963,0.3813634799163037
200,41,443,20943,Benign,Benign,0.6298822647888955,0.37011773521110447
200,41,445,20945,Benign,Benign,0.6453861208959497,0.3546138791040503
200,41,449,20949,Benign,DoS,0.8882683444606151,0.11173165553938491
200,41,450,20950,Benign,BruteForce,0.47950439966738123,0.5204956003326188
200,41,451,20951,Benign,Benign,0.7360187859266217,0.26398121407337827
200,41,453,20953,Benign,Benign,0.6102871736412808,0.3897128263587192
200,41,454,20954,Benign,Benign,0.6331408242491142,0.3668591757508858
200,41,455,20955,Benign,DoS,0.9122799714957774,0.08772002850422256
200,41,456,20956,Benign,__unknown__,0.9423191621180633,0.057680837881936675
200,41,457,20957,Benign,Benign,0.9372340087251546,0.06276599127484539
200,41,458,20958,Benign,DoS,0.904084239334978,0.09591576066502205
200,41,459,20959,Benign,DoS,0.8931271160580248,0.10687288394197525
200,41,460,20960,Benign,Benign,0.9186972547826319,0.08130274521736813
200,41,461,20961,Benign,__unknown__,0.941803920242823,0.058196079757177
200,41,462,20962,Benign,Benign,0.9284213929886025,0.07157860701139751
200,41,464,20964,Benign,Benign,0.5933321873996282,0.40666781260037177
200,41,465,20965,Benign,DoS,0.9054825999541927,0.09451740004580733
200,41,468,20968,Benign,BruteForce,0.7903009895617117,0.2096990104382883
200,41,469,20969,Benign,Benign,0.5980867107131079,0.4019132892868921
200,41,470,20970,Benign,Benign,0.631628982744203,0.368371017255797
200,41,471,20971,Benign,Benign,0.9404918156220696,0.05950818437793037
200,41,472,20972,Benign,Benign,0.618835630992977,0.381164369007023
200,41,473,20973,Benign,Benign,0.6179646630485409,0.3820353369514591
200,41,475,20975,Benign,DoS,0.9047110283155493,0.09528897168445072
200,41,478,20978,Benign,Benign,0.7535048862620268,0.24649511373797317
200,41,479,20979,Benign,Benign,0.7151492294225221,0.2848507705774779
200,41,480,20980,Benign,Benign,0.5778090732287571,0.4221909267712429
200,41,482,20982,Benign,Benign,0.6189356804078643,0.3810643195921357
200,41,483,20983,Benign,BruteForce,0.7971249636849869,0.20287503631501314
200,41,484,20984,Benign,Benign,0.7031379611266906,0.2968620388733094
200,41,485,20985,Benign,Benign,0.7729280030067516,0.22707199699324843
200,41,488,20988,Benign,Benign,0.9115191251893664,0.0884808748106336
200,41,489,20989,Benign,Benign,0.6458769305142051,0.35412306948579486
