condition,condition_code,seed,run_name,method,selection_strategy,update_rule,budget,config_path,config_sha256
ud_naive_B050,UN50,149,R19_DoS_s149_UN50,cse_dos_ud_naive_replay_B050,uncertainty_diversity,naive_replay,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un50_seed149_v018.yaml,016a8d9c3fced3e3a02b8ea35f55c75526f2b6a018aafae24c302b29b4575e02
ud_anchored_B050,UA50,23,R19_DoS_s023_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed023_v018.yaml,5a3b79d7ef3975833daae82067d245b2b282411e7968159c546f998d7b31713f
ud_anchored_B050,UA50,37,R19_DoS_s037_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed037_v018.yaml,f5b4211f69a97752ab23a774d8c659499b54bf3595d2d9615822afe5e70721d7
ud_anchored_B050,UA50,53,R19_DoS_s053_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed053_v018.yaml,bcf110797501207bdb3b7d32078af5c5fc2c0825cd96a24b7591ffa0f3ca3b2d
ud_anchored_B050,UA50,71,R19_DoS_s071_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed071_v018.yaml,dd687f5520180a76fd5257b68af89199fab07564d553934b98a6d84ae51f3c3a
ud_anchored_B050,UA50,83,R19_DoS_s083_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed083_v018.yaml,fcbde92fc192068e59e94d9ea879593c954eb3394f4f104a0d1f69db300c12b6
ud_anchored_B050,UA50,97,R19_DoS_s097_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed097_v018.yaml,c87c7932070a2d9406682bfb75da1ca34543c608ea121b79f9106d8f2ad4b9f7
ud_anchored_B050,UA50,109,R19_DoS_s109_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed109_v018.yaml,ba52968d93b49e7b10076c76885af3c6b0ec808be1aa2926e100b288409f5d76
ud_anchored_B050,UA50,127,R19_DoS_s127_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed127_v018.yaml,fd7a0e68e44562583ca2bc0b9175cc32a6ba209d9b413d7adabad1cb6623e921
ud_anchored_B050,UA50,149,R19_DoS_s149_UA50,cse_dos_ud_source_anchored_B050,uncertainty_diversity,source_anchored,50,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua50_seed149_v018.yaml,a1e80db06017ab9e90517455d844484b7973ae8867bc38074cb50a50827782aa
random_naive_B200,RN200,23,R19_DoS_s023_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed023_v018.yaml,0a965f95cac975d9622c19295799fad6112f6861852bb78533c1c28262198767
random_naive_B200,RN200,37,R19_DoS_s037_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed037_v018.yaml,b4920247759b1214c8d376eb0ea049239d6cd02f2429e1eebd0b5231ab1e6ff3
random_naive_B200,RN200,53,R19_DoS_s053_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed053_v018.yaml,d74987a178229d5411f582be9f96ca22463924b2a44c9c5a1a319134b2e09f9b
random_naive_B200,RN200,71,R19_DoS_s071_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed071_v018.yaml,5cb98efc073280d649204138d6fe1cced30586cbc63741d78abb4c1da13dbecd
random_naive_B200,RN200,83,R19_DoS_s083_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed083_v018.yaml,b92395f41aa317f457db0c814f4f5175ec79f35b32e08ab5be385695dd0111ac
random_naive_B200,RN200,97,R19_DoS_s097_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed097_v018.yaml,60af1379387a9342170579b0deb9fbae9e5e921e032d959b42c2a77bed565680
random_naive_B200,RN200,109,R19_DoS_s109_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed109_v018.yaml,e9a9b82f80f62c25abc1fb980d751c97899cbc202ce58a2f719b6551d1e35640
random_naive_B200,RN200,127,R19_DoS_s127_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed127_v018.yaml,b8af771ae156d4002b5095b2caf84413b51f2fd4efe7022143b65ef1b7407c43
random_naive_B200,RN200,149,R19_DoS_s149_RN200,cse_dos_random_naive_replay_B200,random_nested,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_rn200_seed149_v018.yaml,e6c24c8072d30c67932aa82868bdae5c5a3b8b0fda7254f3b62992a729abde78
random_anchored_B200,RA200,23,R19_DoS_s023_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed023_v018.yaml,50670f24033e15e1d4ca6f359996f561f1dd3198ed8534d9f97d11a0a9901ce6
random_anchored_B200,RA200,37,R19_DoS_s037_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed037_v018.yaml,932ca2c1b54c7fbbbc36bb226addf2ff12dc7f7b2d1795376446537efe5babe3
random_anchored_B200,RA200,53,R19_DoS_s053_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed053_v018.yaml,a812729139d1bba7ebf0a075420cf9341a0005e67ce562c305e8f1ed3b2ae3ec
random_anchored_B200,RA200,71,R19_DoS_s071_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed071_v018.yaml,b8062f6c5996d22b60a8cc89bc77d347045cac8424d51798d0ceb4993c013872
random_anchored_B200,RA200,83,R19_DoS_s083_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed083_v018.yaml,04a03e0b7e0efcda3470d55c87f62bf0905d21760494ea40377efac43ecb96f8
random_anchored_B200,RA200,97,R19_DoS_s097_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed097_v018.yaml,7c38d0a740bc7a1f9680e336ce0336288fa63409ac3f308a2e81480ee5061f89
random_anchored_B200,RA200,109,R19_DoS_s109_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed109_v018.yaml,cacd8b47a215fe923f4a688f73b55301ec78ba074b87b48dedf84cbab9ba8a71
random_anchored_B200,RA200,127,R19_DoS_s127_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed127_v018.yaml,cf83c3683a75111abb8e1912ac4510ea7c1b8470dbcfd705613cf184baf58d85
random_anchored_B200,RA200,149,R19_DoS_s149_RA200,cse_dos_random_source_anchored_B200,random_nested,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ra200_seed149_v018.yaml,23202bfc7cfb8149db127ece3f3dfa3945556bff271b0bb9bee70e83d1aa3982
ud_naive_B200,UN200,23,R19_DoS_s023_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed023_v018.yaml,2a1eb784c95e357702c321639466ddba26d780f3fe7daf9be11f3d910998c37f
ud_naive_B200,UN200,37,R19_DoS_s037_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed037_v018.yaml,4e53ef725cb34ccea7416dfe835774e27d3d581e938b5a52c105b7eeeca76a13
ud_naive_B200,UN200,53,R19_DoS_s053_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed053_v018.yaml,d1b91a78716938f4c50d53a27f3a323fb35f17e22cfc6ce647b5e45b3628f5ef
ud_naive_B200,UN200,71,R19_DoS_s071_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed071_v018.yaml,1800782398bd3dcc5d8eab32e3a70700f71f897319dba9ff1f500df0dbaad3e3
ud_naive_B200,UN200,83,R19_DoS_s083_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed083_v018.yaml,5a24a95026966c5114457cb65bbece4b2293e1fa46cff938dad5e6202a055baa
ud_naive_B200,UN200,97,R19_DoS_s097_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed097_v018.yaml,e72280b7b08fedc3110194784493acb7217bd04e3cdcb966baff200aab4defbe
ud_naive_B200,UN200,109,R19_DoS_s109_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed109_v018.yaml,93262da2b4d5d1701557e12cf5ca10455247db2260425cede7d74faf3c950a3d
ud_naive_B200,UN200,127,R19_DoS_s127_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed127_v018.yaml,cf38e2c8724616a18c8e07f9ce0ceb4f44641367e8af8b6ce7f10e0850592fa6
ud_naive_B200,UN200,149,R19_DoS_s149_UN200,cse_dos_ud_naive_replay_B200,uncertainty_diversity,naive_replay,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_un200_seed149_v018.yaml,318f14d11b024a2252b8a6dae3581fd879d4bf94c12fae6e22d343914291149e
ud_anchored_B200,UA200,23,R19_DoS_s023_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed023_v018.yaml,1d47e1134962f9e7ca6153f70a51624c30c7ed55f978c32c8fed332c62050a99
ud_anchored_B200,UA200,37,R19_DoS_s037_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed037_v018.yaml,5e0db55c663548ac170b665611f4ce5c94eaec3a3ecb748bfb8b7281b33e391c
ud_anchored_B200,UA200,53,R19_DoS_s053_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed053_v018.yaml,0088dbbda200f713b93cef80f0858089fbe7cd0d50b41a33a586458d64a0089c
ud_anchored_B200,UA200,71,R19_DoS_s071_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed071_v018.yaml,693df9c0afd7fb5374fec82ba931be96e9de9a2a1d495969f03eb3820dad813a
ud_anchored_B200,UA200,83,R19_DoS_s083_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed083_v018.yaml,e8040f8172f9a80bd5df32190827610ec0024f93f960efac5dd23f31e836216c
ud_anchored_B200,UA200,97,R19_DoS_s097_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed097_v018.yaml,15c4e5ac63833e7ef4ef45a3d49f5b1626d2c40da385ce90867a16e546148d62
ud_anchored_B200,UA200,109,R19_DoS_s109_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed109_v018.yaml,33f2269d0ef2e413e99f5a42945c4cabeb87381441063c7d7fb137f329afb415
ud_anchored_B200,UA200,127,R19_DoS_s127_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed127_v018.yaml,9a0215013598c742594694bd321b56254d909ba81796270cb2d09e581d15c333
ud_anchored_B200,UA200,149,R19_DoS_s149_UA200,cse_dos_ud_source_anchored_B200,uncertainty_diversity,source_anchored,200,C:\Users\ASUS\raids-nids\configs\experiments\cse_dos_adaptive_seed_robustness_v018\dos_ua200_seed149_v018.yaml,e25149a26f224ef7fa3ab97e6a7c9735c3561dbfb4e094c845d6766026abc7d6
