budget,trigger_window,window_local_index,target_row_index,true_family,predicted_label,unknown_score,confidence
200,41,57,20557,Benign,Benign,0.5477435952055218,0.45225640479447815
200,41,67,20567,Benign,__unknown__,0.9572539043351364,0.04274609566486365
200,41,68,20568,Benign,Benign,0.7297258220725311,0.2702741779274689
200,41,70,20570,Benign,Benign,0.7297870108538533,0.27021298914614666
200,41,72,20572,Benign,Benign,0.7299050828517003,0.2700949171482997
200,41,74,20574,Benign,Benign,0.6541448873275395,0.3458551126724605
200,41,80,20580,Benign,DoS,0.9032819004521291,0.09671809954787092
200,41,82,20582,Benign,Benign,0.5876033497207278,0.4123966502792722
200,41,85,20585,Benign,Benign,0.5906988280327503,0.4093011719672497
200,41,89,20589,DDoS,Benign,0.6590037227425609,0.3409962772574391
200,41,90,20590,Benign,Benign,0.6118870408081944,0.38811295919180555
200,41,92,20592,Benign,Benign,0.6121417566888245,0.38785824331117547
200,41,93,20593,DDoS,Benign,0.6626626306403012,0.3373373693596988
200,41,99,20599,DDoS,Benign,0.6724097220330981,0.3275902779669019
200,41,106,20606,DDoS,Benign,0.6598388213168855,0.34016117868311446
200,41,108,20608,DDoS,Benign,0.6599274433614022,0.3400725566385978
200,41,112,20612,DDoS,Benign,0.6599252553940573,0.34007474460594267
200,41,116,20616,DDoS,Benign,0.6688199693058938,0.3311800306941062
200,41,117,20617,DDoS,Benign,0.66409650064407,0.33590349935593
200,41,118,20618,DDoS,Benign,0.6661066869861151,0.3338933130138849
200,41,124,20624,DDoS,Benign,0.6660934004797252,0.3339065995202748
200,41,126,20626,DDoS,Benign,0.664116959036622,0.33588304096337795
200,41,127,20627,DDoS,Benign,0.6640963435424043,0.3359036564575957
200,41,129,20629,DDoS,Benign,0.6626519848009748,0.33734801519902524
200,41,132,20632,DDoS,Benign,0.6618190336572263,0.3381809663427737
200,41,133,20633,DDoS,Benign,0.6618093912296541,0.3381906087703459
200,41,134,20634,DDoS,Benign,0.6618119286404174,0.3381880713595826
200,41,136,20636,DDoS,Benign,0.6618077572804747,0.3381922427195253
200,41,138,20638,DDoS,Benign,0.6618192217827688,0.33818077821723125
200,41,152,20652,Benign,BruteForce,0.6797346518633836,0.32026534813661645
200,41,153,20653,Benign,Benign,0.5845357422349626,0.41546425776503737
200,41,155,20655,DDoS,Benign,0.661542093491494,0.33845790650850605
200,41,157,20657,Benign,__unknown__,0.9462421521930696,0.05375784780693038
200,41,160,20660,Benign,BruteForce,0.7182527090522435,0.2817472909477565
200,41,162,20662,Benign,BruteForce,0.8076976438942436,0.1923023561057564
200,41,167,20667,Benign,Benign,0.5389287190472631,0.46107128095273686
200,41,169,20669,Benign,Benign,0.8774202604282401,0.12257973957175994
200,41,171,20671,Benign,Benign,0.579667314072586,0.420332685927414
200,41,172,20672,DDoS,Benign,0.6616581842653502,0.33834181573464983
200,41,173,20673,Benign,Benign,0.5914731948992034,0.40852680510079664
200,41,175,20675,Benign,Benign,0.5380676341622161,0.46193236583778385
200,41,179,20679,Benign,Benign,0.6043124396917681,0.39568756030823193
200,41,181,20681,Benign,BruteForce,0.7895734604167763,0.21042653958322366
200,41,184,20684,Benign,DoS,0.9119222805657652,0.08807771943423481
200,41,185,20685,Benign,Benign,0.6008786406753946,0.39912135932460535
200,41,187,20687,DDoS,Benign,0.6591589490313727,0.34084105096862727
200,41,188,20688,DDoS,Benign,0.6591924999971641,0.3408075000028359
200,41,190,20690,DDoS,Benign,0.659149573102892,0.340850426897108
200,41,195,20695,DDoS,Benign,0.6587754579282479,0.3412245420717521
200,41,198,20698,Benign,Benign,0.666616145208679,0.33338385479132104
200,41,199,20699,DDoS,Benign,0.6589793189035039,0.3410206810964961
200,41,200,20700,Benign,Benign,0.6891849041636203,0.3108150958363797
200,41,202,20702,DDoS,Benign,0.6587140166850571,0.34128598331494286
200,41,204,20704,DDoS,Benign,0.6587159379604518,0.3412840620395482
200,41,205,20705,DDoS,Benign,0.658281768751191,0.34171823124880896
200,41,208,20708,DDoS,Benign,0.6587378208457975,0.34126217915420254
200,41,209,20709,DDoS,Benign,0.6594622365105661,0.3405377634894339
200,41,211,20711,DDoS,Benign,0.6598966882497124,0.34010331175028763
200,41,212,20712,DDoS,Benign,0.6590043901712247,0.3409956098287753
200,41,214,20714,DDoS,Benign,0.6594695894470286,0.3405304105529714
200,41,216,20716,DDoS,Benign,0.6594617045010642,0.3405382954989358
200,41,219,20719,DDoS,Benign,0.6589598069301497,0.34104019306985034
200,41,220,20720,DDoS,Benign,0.6591026524323577,0.34089734756764234
200,41,221,20721,DDoS,Benign,0.6591027201053421,0.3408972798946579
200,41,222,20722,DDoS,Benign,0.6588876557282728,0.3411123442717272
200,41,225,20725,DDoS,Benign,0.6589646442542684,0.3410353557457316
200,41,227,20727,DDoS,Benign,0.6588179358312891,0.3411820641687109
200,41,228,20728,DDoS,Benign,0.6588712953565539,0.34112870464344613
200,41,231,20731,DDoS,Benign,0.6591102016252723,0.34088979837472766
200,41,232,20732,DDoS,Benign,0.6591463589863107,0.3408536410136893
200,41,234,20734,DDoS,Benign,0.659463506152583,0.340536493847417
200,41,235,20735,DDoS,Benign,0.6614346978575125,0.3385653021424875
200,41,236,20736,DDoS,Benign,0.6614450059806609,0.3385549940193391
200,41,237,20737,DDoS,Benign,0.6614213972261846,0.33857860277381535
200,41,239,20739,DDoS,Benign,0.6594426668729525,0.3405573331270475
200,41,242,20742,DDoS,Benign,0.6590034277352144,0.34099657226478564
200,41,243,20743,DDoS,Benign,0.6589938233133272,0.34100617668667277
200,41,246,20746,DDoS,Benign,0.6626578102021097,0.3373421897978903
200,41,247,20747,DDoS,Benign,0.6626576300334968,0.33734236996650324
200,41,249,20749,DDoS,Benign,0.6615934922197817,0.3384065077802183
200,41,251,20751,DDoS,Benign,0.661604776440142,0.33839522355985796
200,41,252,20752,DDoS,Benign,0.6611571660630936,0.3388428339369064
200,41,253,20753,DDoS,Benign,0.6615950264402872,0.3384049735597128
200,41,254,20754,DDoS,Benign,0.6615915415707826,0.3384084584292174
200,41,255,20755,DDoS,Benign,0.6617282059811318,0.3382717940188682
200,41,257,20757,DDoS,Benign,0.6617460118891058,0.33825398811089424
200,41,258,20758,DDoS,Benign,0.6617299975604801,0.3382700024395199
200,41,263,20763,DDoS,Benign,0.6617631488256324,0.33823685117436764
200,41,265,20765,DDoS,Benign,0.6617654945803045,0.33823450541969546
200,41,272,20772,Benign,Benign,0.7198277425900624,0.28017225740993756
200,41,277,20777,Benign,Benign,0.6209561217978412,0.3790438782021588
200,41,279,20779,Benign,Benign,0.8855040471306637,0.11449595286933634
200,41,283,20783,Benign,Benign,0.9047283364277932,0.09527166357220684
200,41,285,20785,Benign,BruteForce,0.6932483703956069,0.30675162960439306
200,41,289,20789,Benign,__unknown__,0.9873748290630915,0.012625170936908514
200,41,292,20792,Benign,Benign,0.7681635521019705,0.23183644789802949
200,41,296,20796,Benign,__unknown__,0.9462002264617099,0.05379977353829013
200,41,298,20798,Benign,Benign,0.9310696701598012,0.06893032984019876
200,41,299,20799,Benign,BruteForce,0.6992121827270326,0.30078781727296744
200,41,300,20800,Benign,Benign,0.720238383162844,0.27976161683715595
200,41,301,20801,Benign,BruteForce,0.6982283287185045,0.3017716712814955
200,41,306,20806,DDoS,Benign,0.6616822074387068,0.33831779256129324
200,41,307,20807,DDoS,Benign,0.6616806179889128,0.33831938201108724
200,41,309,20809,DDoS,Benign,0.6616822751260659,0.3383177248739341
200,41,310,20810,DDoS,Benign,0.6616947121477226,0.3383052878522774
200,41,313,20813,Benign,Benign,0.5101922236712599,0.48980777632874006
200,41,316,20816,Benign,BruteForce,0.7734941536671018,0.22650584633289816
200,41,318,20818,Benign,Benign,0.9096558832070951,0.09034411679290488
200,41,320,20820,Benign,BruteForce,0.4799980202008425,0.5200019797991575
200,41,321,20821,Benign,Benign,0.7152784851358475,0.28472151486415254
200,41,324,20824,Benign,Benign,0.5947732829908843,0.4052267170091157
200,41,328,20828,Benign,Benign,0.6058870544225641,0.3941129455774359
200,41,329,20829,DDoS,Benign,0.6611507558002097,0.33884924419979034
200,41,332,20832,Benign,__unknown__,0.9414037403837141,0.058596259616285895
200,41,333,20833,Benign,Benign,0.9351145702893761,0.06488542971062394
200,41,334,20834,Benign,Benign,0.7675745899107205,0.23242541008927953
200,41,340,20840,DDoS,Benign,0.6600786268276264,0.3399213731723736
200,41,342,20842,DDoS,Benign,0.6600784538162263,0.3399215461837737
200,41,344,20844,DDoS,Benign,0.660089320733741,0.33991067926625895
200,41,346,20846,DDoS,Benign,0.6601118618081308,0.33988813819186925
200,41,350,20850,DDoS,Benign,0.6600356747740781,0.3399643252259219
200,41,355,20855,DDoS,Benign,0.660128411390069,0.33987158860993105
200,41,358,20858,DDoS,Benign,0.6589741963765898,0.3410258036234102
200,41,359,20859,Benign,DoS,0.9208157062370383,0.07918429376296166
200,41,360,20860,Benign,DoS,0.9208186354509956,0.07918136454900437
200,41,362,20862,DDoS,Benign,0.6589735152981417,0.34102648470185826
200,41,363,20863,DDoS,Benign,0.6585369710334152,0.34146302896658476
200,41,364,20864,DDoS,Benign,0.6587103505693973,0.3412896494306027
200,41,367,20867,DDoS,Benign,0.6589999409560747,0.3410000590439253
200,41,374,20874,DDoS,Benign,0.6592236109251736,0.34077638907482644
200,41,378,20878,DDoS,Benign,0.6590797409800009,0.3409202590199991
200,41,379,20879,DDoS,Benign,0.6591908317597868,0.34080916824021323
200,41,380,20880,DDoS,Benign,0.6591263578018123,0.3408736421981877
200,41,381,20881,DDoS,Benign,0.6590813988225526,0.34091860117744743
200,41,384,20884,Benign,Benign,0.6171682918691488,0.3828317081308512
200,41,386,20886,Benign,Benign,0.5758168642682862,0.42418313573171385
200,41,388,20888,Benign,Benign,0.5687597942507123,0.4312402057492877
200,41,390,20890,DDoS,Benign,0.659107580166359,0.34089241983364105
200,41,391,20891,DDoS,Benign,0.6617890060863663,0.33821099391363374
200,41,392,20892,DDoS,Benign,0.6591412346627463,0.3408587653372537
200,41,395,20895,Benign,Benign,0.6141937943620681,0.3858062056379319
200,41,400,20900,Benign,Benign,0.6685849646939945,0.33141503530600547
200,41,401,20901,Benign,Benign,0.639155052640056,0.360844947359944
200,41,408,20908,DDoS,Benign,0.6617480281630423,0.33825197183695765
200,41,410,20910,DDoS,Benign,0.6617842255937716,0.3382157744062284
200,41,411,20911,DDoS,Benign,0.6617736221056656,0.3382263778943344
200,41,415,20915,DDoS,Benign,0.6617895268365682,0.3382104731634318
200,41,417,20917,DDoS,Benign,0.661780795674309,0.33821920432569097
200,41,418,20918,DDoS,Benign,0.6600092399961535,0.33999076000384654
200,41,420,20920,Benign,DoS,0.8526562249281066,0.14734377507189345
200,41,425,20925,Benign,Benign,0.6379835522866371,0.36201644771336294
200,41,426,20926,Benign,Benign,0.7186937373231215,0.2813062626768785
200,41,427,20927,Benign,Benign,0.7162564007643102,0.2837435992356898
200,41,428,20928,Benign,Benign,0.6331953408936346,0.3668046591063654
200,41,429,20929,Benign,Benign,0.6372885016984224,0.36271149830157756
200,41,432,20932,Benign,Benign,0.7064661475177649,0.29353385248223507
200,41,436,20936,Benign,DoS,0.8520142897125901,0.14798571028740992
200,41,437,20937,Benign,BruteForce,0.7847946295940043,0.21520537040599574
200,41,442,20942,Benign,Benign,0.6186365200836963,0.3813634799163037
200,41,445,20945,Benign,Benign,0.6453861208959497,0.3546138791040503
200,41,450,20950,Benign,BruteForce,0.47950439966738123,0.5204956003326188
200,41,451,20951,Benign,Benign,0.7360187859266217,0.26398121407337827
200,41,455,20955,Benign,DoS,0.9122799714957774,0.08772002850422256
200,41,457,20957,Benign,Benign,0.9372340087251546,0.06276599127484539
200,41,461,20961,Benign,__unknown__,0.941803920242823,0.058196079757177
200,41,462,20962,Benign,Benign,0.9284213929886025,0.07157860701139751
200,41,463,20963,Benign,Benign,0.6222877596300607,0.37771224036993933
200,41,467,20967,DDoS,Benign,0.6616429012601,0.33835709873990005
200,41,468,20968,Benign,BruteForce,0.7903009895617117,0.2096990104382883
200,41,469,20969,Benign,Benign,0.5980867107131079,0.4019132892868921
200,41,472,20972,Benign,Benign,0.618835630992977,0.381164369007023
200,41,474,20974,Benign,DoS,0.9047151786229086,0.09528482137709138
200,41,476,20976,Benign,Benign,0.6013027517712991,0.3986972482287009
200,41,479,20979,Benign,Benign,0.7151492294225221,0.2848507705774779
200,41,480,20980,Benign,Benign,0.5778090732287571,0.4221909267712429
200,41,485,20985,Benign,Benign,0.7729280030067516,0.22707199699324843
200,41,489,20989,Benign,Benign,0.6458769305142051,0.35412306948579486
200,41,492,20992,DDoS,Benign,0.6613580325844479,0.3386419674155521
200,41,495,20995,DDoS,Benign,0.6594996028965041,0.3405003971034959
200,41,496,20996,DDoS,Benign,0.6595003001506792,0.3404996998493208
200,41,498,20998,DDoS,Benign,0.6594319222307239,0.3405680777692761
