event,strategy,budget,hash_order,trigger_window,local_window_index,target_row_index,timestamp,Attack,Attack_Family,predicted_label_before_update,unknown_score_before_update,query_selection_sha256
DoS_GoldenEye,uncertainty_diversity,200,31,41,93,20593,2018-02-15 13:27:46.800,DoS_attacks-GoldenEye,DoS,BruteForce,0.5008703688440733,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,32,41,96,20596,2018-02-15 13:27:46.801,DoS_attacks-GoldenEye,DoS,BruteForce,0.49897588993057285,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,33,41,99,20599,2018-02-15 13:27:46.801,DoS_attacks-GoldenEye,DoS,BruteForce,0.5078395730820164,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,34,41,101,20601,2018-02-15 13:27:46.802,DoS_attacks-GoldenEye,DoS,BruteForce,0.5004807556077013,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,35,41,102,20602,2018-02-15 13:27:46.802,DoS_attacks-GoldenEye,DoS,BruteForce,0.5094980684801012,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,36,41,108,20608,2018-02-15 13:27:46.803,DoS_attacks-GoldenEye,DoS,BruteForce,0.5095771260701907,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,37,41,113,20613,2018-02-15 13:27:46.803,DoS_attacks-GoldenEye,DoS,BruteForce,0.4989163688542736,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,38,41,119,20619,2018-02-15 13:27:46.807,DoS_attacks-GoldenEye,DoS,BruteForce,0.49897853358094824,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,39,41,123,20623,2018-02-15 13:27:46.807,DoS_attacks-GoldenEye,DoS,Benign,0.8063491971536644,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,40,41,125,20625,2018-02-15 13:27:46.808,DoS_attacks-GoldenEye,DoS,BruteForce,0.5077977650661138,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,41,41,126,20626,2018-02-15 13:27:46.809,DoS_attacks-GoldenEye,DoS,BruteForce,0.5078350886872505,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,42,41,133,20633,2018-02-15 13:27:46.810,DoS_attacks-GoldenEye,DoS,BruteForce,0.5096855850757256,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,43,41,134,20634,2018-02-15 13:27:46.812,DoS_attacks-GoldenEye,DoS,BruteForce,0.5097873247208378,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,44,41,137,20637,2018-02-15 13:27:46.812,DoS_attacks-GoldenEye,DoS,BruteForce,0.5078597735175707,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,45,41,141,20641,2018-02-15 13:27:46.813,DoS_attacks-GoldenEye,DoS,BruteForce,0.5009006108634833,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,46,41,143,20643,2018-02-15 13:27:46.813,DoS_attacks-GoldenEye,DoS,BruteForce,0.5078650086448807,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,47,41,145,20645,2018-02-15 13:27:46.813,DoS_attacks-GoldenEye,DoS,Benign,0.7991951239412213,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,48,41,146,20646,2018-02-15 13:27:46.814,DoS_attacks-GoldenEye,DoS,Benign,0.8089435952782239,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,49,41,153,20653,2018-02-15 13:27:46.817,DoS_attacks-GoldenEye,DoS,BruteForce,0.4989019547556329,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,50,41,156,20656,2018-02-15 13:27:46.818,DoS_attacks-GoldenEye,DoS,Benign,0.8063505749209643,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,51,41,158,20658,2018-02-15 13:27:46.819,DoS_attacks-GoldenEye,DoS,Benign,0.8057149558754167,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,52,41,162,20662,2018-02-15 13:27:46.820,DoS_attacks-GoldenEye,DoS,BruteForce,0.5097113418438921,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,53,41,169,20669,2018-02-15 13:27:46.822,DoS_attacks-GoldenEye,DoS,Benign,0.805730257865604,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,54,41,170,20670,2018-02-15 13:27:46.823,DoS_attacks-GoldenEye,DoS,Benign,0.8059194136753727,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,55,41,172,20672,2018-02-15 13:27:46.823,DoS_attacks-GoldenEye,DoS,BruteForce,0.5077838935486302,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,56,41,176,20676,2018-02-15 13:27:46.824,DoS_attacks-GoldenEye,DoS,Benign,0.8089418578853265,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,57,41,178,20678,2018-02-15 13:27:46.824,DoS_attacks-GoldenEye,DoS,Benign,0.8089017428294563,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,58,41,182,20682,2018-02-15 13:27:46.825,Benign,Benign,Benign,0.5697297254887879,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,59,41,183,20683,2018-02-15 13:27:46.827,DoS_attacks-GoldenEye,DoS,BruteForce,0.5097379443613941,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,60,41,188,20688,2018-02-15 13:27:46.828,DoS_attacks-GoldenEye,DoS,Benign,0.4880947720815234,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,61,41,191,20691,2018-02-15 13:27:46.830,DoS_attacks-GoldenEye,DoS,BruteForce,0.5008859903506377,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,62,41,192,20692,2018-02-15 13:27:46.830,DoS_attacks-GoldenEye,DoS,Benign,0.8058900281081143,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
DoS_GoldenEye,uncertainty_diversity,200,63,41,194,20694,2018-02-15 13:27:46.830,DoS_attacks-GoldenEye,DoS,BruteForce,0.5094228266312137,2838c4be24665a0b38ec8050315db20dd7fff4546fc3a838ff1f16d03c619813
